session_id,user_id,listing_id,seller_id,session_date,device,country,page_views,session_dur_sec,bounced
SS011438,U04517,LST00973,SEL0317,2023-07-15,Android,PL,12,590,0
SS011439,U04192,LST01324,SEL0034,2023-06-21,Android,PL,6,806,0
SS011440,U04463,LST00864,SEL0090,2023-08-29,Android,DE,1,348,1
SS011441,U00315,LST00187,SEL0135,2023-06-10,Android,PL,7,175,1
SS011442,U00500,LST01967,SEL0089,2023-08-17,iOS,DE,5,595,0
SS011443,U02538,LST01428,SEL0063,2023-06-05,Android,CZ,3,419,1
SS011444,U03003,LST02061,SEL0049,2023-06-23,Android,SK,9,418,0
SS011445,U04198,LST02134,SEL0344,2023-07-07,iOS,DE,8,715,0
SS011446,U00586,LST02612,SEL0450,2023-07-15,iOS,SK,6,425,0
SS011447,U04881,LST00615,SEL0345,2023-08-26,Android,DE,8,11,1
SS011448,U00533,LST01541,SEL0037,2023-08-01,Android,DE,1,486,1
SS011449,U02945,LST02245,SEL0172,2023-08-24,iOS,RO,3,150,0
SS011450,U04687,LST02081,SEL0024,2023-07-07,Android,SK,3,208,0
SS011451,U03921,LST00267,SEL0260,2023-06-04,Android,RO,12,219,0
SS011452,U04753,LST02019,SEL0150,2023-06-11,Android,PL,6,898,0
SS011453,U04369,LST00104,SEL0283,2023-07-01,Android,DE,9,101,0
SS011454,U01305,LST00890,SEL0407,2023-08-25,Android,RO,2,463,0
SS011455,U04472,LST02717,SEL0203,2023-08-19,Android,DE,8,722,0
SS011456,U03040,LST01113,SEL0089,2023-06-17,Android,CZ,11,737,0
SS011457,U01912,LST01585,SEL0291,2023-08-23,Android,RO,11,108,0
SS011458,U02917,LST02052,SEL0395,2023-08-20,Android,SK,9,12,0
SS011459,U02546,LST00029,SEL0491,2023-08-01,iOS,RO,3,519,1
SS011460,U02448,LST00268,SEL0480,2023-07-30,Android,DE,12,191,0
SS011461,U03046,LST01383,SEL0107,2023-07-07,Android,RO,3,432,0
SS011462,U02728,LST00300,SEL0161,2023-07-01,Android,CZ,5,681,1
SS011463,U02863,LST01130,SEL0059,2023-07-01,iOS,DE,7,571,1
SS011464,U04362,LST01873,SEL0417,2023-07-12,Android,CZ,7,873,0
SS011465,U02902,LST00300,SEL0161,2023-07-10,Android,SK,8,272,0
SS011466,U02822,LST00185,SEL0185,2023-06-01,Android,PL,9,352,1
SS011467,U04212,LST00557,SEL0180,2023-08-13,iOS,CZ,12,799,0
SS011468,U01651,LST00793,SEL0435,2023-07-10,Android,SK,1,434,0
SS011469,U02542,LST02757,SEL0196,2023-07-31,Android,CZ,4,44,0
SS011470,U02195,LST01505,SEL0174,2023-07-01,Android,DE,7,22,0
SS011471,U00866,LST02580,SEL0064,2023-07-23,iOS,CZ,3,446,0
SS011472,U03171,LST00481,SEL0039,2023-08-04,iOS,PL,10,158,0
SS011473,U01125,LST02537,SEL0085,2023-08-25,Android,DE,9,877,0
SS011474,U04868,LST02684,SEL0300,2023-07-15,iOS,DE,11,410,0
SS011475,U01394,LST00503,SEL0375,2023-06-17,Android,DE,1,158,0
SS011476,U00436,LST02324,SEL0410,2023-08-13,iOS,RO,2,672,1
SS011477,U04957,LST01007,SEL0333,2023-07-09,Android,SK,7,189,0
SS011478,U03882,LST00382,SEL0394,2023-08-23,Android,DE,7,356,1
SS011479,U00785,LST02056,SEL0271,2023-07-31,iOS,CZ,3,372,0
SS011480,U01319,LST00074,SEL0089,2023-07-25,Android,DE,11,158,0
SS011481,U03673,LST01591,SEL0484,2023-07-24,iOS,CZ,9,694,0
SS011482,U00780,LST02507,SEL0351,2023-08-01,Android,DE,12,190,1
SS011483,U00478,LST01235,SEL0023,2023-06-19,iOS,DE,8,654,1
SS011484,U03292,LST00116,SEL0317,2023-08-02,Android,SK,12,558,0
SS011485,U01027,LST00960,SEL0416,2023-06-18,iOS,SK,7,95,0
SS011486,U01153,LST02177,SEL0200,2023-07-06,Android,PL,6,306,0
SS011487,U00560,LST02464,SEL0193,2023-08-05,Android,CZ,2,351,0
SS011488,U03318,LST01844,SEL0365,2023-07-02,Android,CZ,9,838,0
SS011489,U02812,LST02027,SEL0342,2023-08-22,Android,PL,7,815,1
SS011490,U02194,LST00309,SEL0475,2023-07-09,Android,SK,8,651,0
SS011491,U02665,LST01400,SEL0235,2023-07-17,iOS,DE,2,106,0
SS011492,U03843,LST02554,SEL0024,2023-07-06,Android,PL,10,579,0
SS011493,U01599,LST01646,SEL0302,2023-06-11,iOS,PL,3,670,0
SS011494,U01290,LST02935,SEL0382,2023-07-16,Android,CZ,3,618,0
SS011495,U01754,LST01862,SEL0320,2023-06-25,Android,DE,3,550,1
SS011496,U04655,LST01612,SEL0192,2023-07-27,Android,DE,11,867,0
SS011497,U03397,LST00072,SEL0014,2023-06-21,iOS,DE,4,742,0
SS011498,U04384,LST00065,SEL0341,2023-08-02,iOS,DE,10,701,0
SS011499,U03137,LST02177,SEL0200,2023-07-25,iOS,RO,9,765,0
SS011500,U00293,LST00061,SEL0388,2023-08-21,iOS,CZ,11,733,1
SS011501,U03272,LST00848,SEL0286,2023-06-13,Android,PL,10,547,0
SS011502,U03850,LST01491,SEL0100,2023-06-26,Android,DE,2,20,0
SS011503,U04458,LST01938,SEL0455,2023-06-02,iOS,RO,4,855,1
SS011504,U02425,LST01426,SEL0490,2023-07-16,Android,PL,10,199,0
SS011505,U03297,LST00420,SEL0448,2023-06-20,Android,DE,6,640,0
SS011506,U02892,LST01624,SEL0401,2023-07-30,Android,PL,7,327,0
SS011507,U02005,LST00462,SEL0308,2023-06-07,iOS,RO,11,513,0
SS011508,U03774,LST00570,SEL0012,2023-07-19,Android,PL,4,77,0
SS011509,U02339,LST00127,SEL0046,2023-08-02,Android,DE,6,215,0
SS011510,U03622,LST00352,SEL0332,2023-07-22,iOS,RO,3,724,1
SS011511,U04899,LST02504,SEL0353,2023-07-05,Android,SK,2,531,0
SS011512,U04568,LST01891,SEL0125,2023-07-27,Android,DE,2,900,0
SS011513,U02138,LST00018,SEL0167,2023-07-02,iOS,SK,10,633,0
SS011514,U04153,LST01992,SEL0157,2023-06-22,iOS,DE,12,770,0
SS011515,U04380,LST01743,SEL0490,2023-07-14,Android,DE,7,214,0
SS011516,U04358,LST00830,SEL0079,2023-06-20,Android,DE,7,869,0
SS011517,U02344,LST02032,SEL0370,2023-07-26,iOS,DE,11,436,0
SS011518,U01592,LST00482,SEL0216,2023-07-01,Android,PL,12,828,0
SS011519,U02970,LST02402,SEL0164,2023-07-16,iOS,PL,1,57,1
SS011520,U00669,LST02332,SEL0142,2023-06-09,iOS,RO,10,302,1
SS011521,U04418,LST02149,SEL0258,2023-06-10,Android,PL,2,220,1
SS011522,U02595,LST00829,SEL0286,2023-07-24,Android,DE,2,332,0
SS011523,U02641,LST02393,SEL0352,2023-07-14,Android,DE,12,762,0
SS011524,U01082,LST02275,SEL0138,2023-08-14,Android,DE,9,244,0
SS011525,U00267,LST01000,SEL0362,2023-08-20,Android,PL,9,729,1
SS011526,U03358,LST00254,SEL0134,2023-06-04,Android,DE,3,468,0
SS011527,U04045,LST01369,SEL0488,2023-06-12,Android,DE,9,637,0
SS011528,U02082,LST01847,SEL0013,2023-06-15,Android,DE,7,106,0
SS011529,U03764,LST01298,SEL0490,2023-07-27,Android,PL,9,687,1
SS011530,U00892,LST01491,SEL0100,2023-08-06,Android,SK,10,694,1
SS011531,U02535,LST02505,SEL0084,2023-08-25,iOS,DE,10,412,1
SS011532,U02961,LST02790,SEL0021,2023-08-11,Android,RO,6,618,0
SS011533,U00536,LST01584,SEL0154,2023-06-29,Android,DE,7,244,1
SS011534,U00409,LST01544,SEL0190,2023-08-12,Android,DE,2,108,0
SS011535,U02621,LST02261,SEL0078,2023-08-19,Android,CZ,2,688,0
SS011536,U03126,LST02977,SEL0022,2023-07-31,Android,PL,7,466,0
SS011537,U01410,LST00539,SEL0142,2023-08-13,iOS,DE,6,785,1
SS011538,U01461,LST02180,SEL0337,2023-06-02,Android,PL,8,788,0
SS011539,U01958,LST02957,SEL0162,2023-06-01,Android,RO,12,860,1
SS011540,U04084,LST02412,SEL0436,2023-07-20,Android,DE,3,749,0
SS011541,U00458,LST02866,SEL0052,2023-06-21,Android,DE,8,374,0
SS011542,U00609,LST02030,SEL0258,2023-06-16,Android,PL,5,574,0
SS011543,U00907,LST02539,SEL0257,2023-06-09,Android,SK,9,586,0
SS011544,U01933,LST01082,SEL0352,2023-07-26,iOS,DE,11,624,1
SS011545,U02415,LST00433,SEL0474,2023-08-18,Android,DE,7,582,1
SS011546,U03990,LST01809,SEL0083,2023-07-17,Android,DE,7,313,1
SS011547,U00392,LST01869,SEL0363,2023-06-12,Android,RO,11,184,0
SS011548,U04344,LST02989,SEL0064,2023-06-02,Android,DE,4,204,1
SS011549,U02917,LST00704,SEL0377,2023-08-07,iOS,DE,11,374,0
SS011550,U01330,LST00312,SEL0128,2023-06-21,iOS,DE,5,518,0
SS011551,U00995,LST00128,SEL0210,2023-06-19,iOS,PL,12,897,1
SS011552,U04670,LST01942,SEL0237,2023-07-17,iOS,SK,2,287,1
SS011553,U02957,LST00887,SEL0095,2023-07-13,Android,RO,9,194,1
SS011554,U02433,LST00976,SEL0226,2023-08-12,iOS,DE,7,293,0
SS011555,U03031,LST02797,SEL0436,2023-06-06,Android,DE,5,473,0
SS011556,U04002,LST02217,SEL0445,2023-08-16,Android,DE,11,102,1
SS011557,U01575,LST00382,SEL0394,2023-06-05,iOS,CZ,12,540,0
SS011558,U02129,LST01491,SEL0100,2023-08-21,Android,SK,1,163,0
SS011559,U00057,LST02370,SEL0186,2023-08-14,iOS,DE,3,249,0
SS011560,U01611,LST02049,SEL0405,2023-07-10,Android,PL,5,443,0
SS011561,U00527,LST02662,SEL0336,2023-07-09,Android,DE,7,186,0
SS011562,U01944,LST01029,SEL0416,2023-07-16,Android,DE,6,735,1
SS011563,U00508,LST01163,SEL0003,2023-07-03,iOS,DE,1,471,0
SS011564,U03306,LST01703,SEL0406,2023-07-04,iOS,PL,2,71,0
SS011565,U01244,LST02321,SEL0190,2023-06-30,Android,CZ,12,757,0
SS011566,U00086,LST00369,SEL0052,2023-08-18,Android,CZ,1,107,1
SS011567,U03371,LST00843,SEL0290,2023-08-04,Android,PL,11,864,0
SS011568,U01469,LST00956,SEL0358,2023-08-01,Android,DE,3,609,0
SS011569,U02719,LST01061,SEL0377,2023-06-01,Android,PL,10,74,0
SS011570,U02914,LST02801,SEL0207,2023-07-28,Android,RO,3,485,0
SS011571,U01745,LST02002,SEL0380,2023-08-25,Android,PL,2,786,0
SS011572,U03353,LST00513,SEL0231,2023-08-17,iOS,PL,1,686,0
SS011573,U04865,LST01288,SEL0359,2023-07-24,iOS,PL,2,132,0
SS011574,U04377,LST02871,SEL0045,2023-07-30,iOS,PL,2,154,0
SS011575,U04564,LST02727,SEL0435,2023-08-11,Android,DE,8,59,0
SS011576,U00765,LST02729,SEL0221,2023-07-25,iOS,DE,6,200,1
SS011577,U03689,LST02760,SEL0450,2023-06-27,Android,CZ,3,633,1
SS011578,U00293,LST01386,SEL0201,2023-07-20,iOS,PL,2,226,1
SS011579,U03850,LST00941,SEL0101,2023-08-11,iOS,DE,11,354,1
SS011580,U02971,LST01899,SEL0356,2023-07-22,Android,DE,4,885,1
SS011581,U00298,LST00546,SEL0490,2023-06-10,iOS,DE,1,636,0
SS011582,U00794,LST00336,SEL0369,2023-06-09,Android,SK,6,433,1
SS011583,U03078,LST00892,SEL0117,2023-07-24,Android,PL,9,230,1
SS011584,U03391,LST02101,SEL0267,2023-07-02,iOS,CZ,8,683,0
SS011585,U01981,LST02463,SEL0362,2023-08-14,Android,PL,6,719,0
SS011586,U01891,LST02148,SEL0037,2023-07-25,iOS,PL,3,853,0
SS011587,U00075,LST01485,SEL0334,2023-06-13,Android,PL,12,126,1
SS011588,U03261,LST00949,SEL0380,2023-06-26,Android,DE,3,82,1
SS011589,U04434,LST00984,SEL0128,2023-06-20,Android,SK,11,402,0
SS011590,U00296,LST00270,SEL0275,2023-06-23,iOS,DE,10,896,1
SS011591,U02153,LST00998,SEL0245,2023-06-26,Android,CZ,10,350,0
SS011592,U02715,LST01472,SEL0361,2023-06-08,Android,DE,5,492,0
SS011593,U00515,LST00768,SEL0193,2023-08-13,Android,RO,12,780,0
SS011594,U01131,LST02083,SEL0288,2023-07-09,iOS,SK,8,704,1
SS011595,U04736,LST02363,SEL0266,2023-08-07,Android,DE,9,510,0
SS011596,U03787,LST00811,SEL0335,2023-08-19,iOS,PL,12,110,0
SS011597,U02881,LST02273,SEL0011,2023-07-18,Android,PL,3,185,0
SS011598,U04124,LST02043,SEL0403,2023-06-06,Android,DE,9,775,0
SS011599,U02782,LST02625,SEL0223,2023-07-29,iOS,PL,7,754,1
SS011600,U04486,LST02724,SEL0427,2023-06-24,iOS,PL,5,532,0
SS011601,U00137,LST02187,SEL0050,2023-06-27,iOS,DE,11,315,1
SS011602,U01749,LST00814,SEL0201,2023-06-20,iOS,DE,11,754,0
SS011603,U04872,LST02672,SEL0151,2023-08-05,iOS,SK,1,808,0
SS011604,U01875,LST00009,SEL0404,2023-08-14,Android,CZ,12,351,0
SS011605,U01560,LST01915,SEL0141,2023-06-22,Android,DE,3,323,1
SS011606,U03220,LST02409,SEL0457,2023-07-19,Android,DE,9,145,1
SS011607,U03453,LST01523,SEL0259,2023-07-31,Android,DE,10,12,0
SS011608,U01122,LST00394,SEL0120,2023-07-16,Android,PL,9,110,0
SS011609,U00413,LST01249,SEL0470,2023-08-05,Android,CZ,5,486,1
SS011610,U02696,LST00632,SEL0434,2023-07-04,iOS,PL,2,94,0
SS011611,U04521,LST01848,SEL0138,2023-08-20,Android,DE,3,600,0
SS011612,U04342,LST02736,SEL0364,2023-08-01,Android,SK,3,108,0
SS011613,U02996,LST01886,SEL0366,2023-08-16,Android,PL,3,214,0
SS011614,U00567,LST01054,SEL0185,2023-06-15,iOS,DE,3,781,0
SS011615,U02269,LST01632,SEL0121,2023-08-03,Android,PL,9,439,0
SS011616,U03613,LST01876,SEL0256,2023-08-23,Android,PL,3,752,1
SS011617,U00170,LST01290,SEL0068,2023-07-23,Android,DE,7,872,0
SS011618,U01611,LST01266,SEL0334,2023-06-30,Android,PL,2,99,0
SS011619,U04264,LST00935,SEL0458,2023-08-26,Android,CZ,1,838,0
SS011620,U04796,LST02100,SEL0059,2023-06-19,iOS,SK,7,286,0
SS011621,U01784,LST01497,SEL0065,2023-06-23,Android,PL,10,820,0
SS011622,U02344,LST02768,SEL0136,2023-07-14,iOS,DE,10,843,0
SS011623,U00359,LST02974,SEL0239,2023-08-10,iOS,RO,12,471,0
SS011624,U02454,LST02286,SEL0468,2023-08-08,Android,PL,9,814,0
SS011625,U03489,LST02626,SEL0486,2023-08-03,Android,DE,8,893,0
SS011626,U03748,LST01496,SEL0381,2023-08-14,iOS,DE,11,713,0
SS011627,U00796,LST01464,SEL0421,2023-07-09,Android,DE,2,385,1
SS011628,U00549,LST01328,SEL0246,2023-07-21,Android,DE,9,185,0
SS011629,U00370,LST02723,SEL0157,2023-06-14,Android,DE,8,50,0
SS011630,U01413,LST01032,SEL0134,2023-06-11,Android,DE,5,879,1
SS011631,U03281,LST02370,SEL0186,2023-07-30,iOS,PL,6,145,1
SS011632,U00448,LST01805,SEL0497,2023-07-28,Android,CZ,7,164,1
SS011633,U04547,LST01771,SEL0439,2023-06-27,Android,DE,7,718,0
SS011634,U01262,LST01324,SEL0034,2023-06-05,iOS,DE,10,714,0
SS011635,U02950,LST00361,SEL0029,2023-07-31,Android,PL,9,455,0
SS011636,U00490,LST02115,SEL0463,2023-06-06,Android,DE,4,688,0
SS011637,U02347,LST02733,SEL0119,2023-07-22,Android,DE,10,35,1
SS011638,U01845,LST02973,SEL0117,2023-06-15,Android,PL,4,761,0
SS011639,U00799,LST01810,SEL0212,2023-08-10,Android,DE,1,438,0
SS011640,U04913,LST00895,SEL0402,2023-08-03,Android,DE,10,635,1
SS011641,U04674,LST00848,SEL0286,2023-08-06,Android,PL,7,833,1
SS011642,U01933,LST02321,SEL0190,2023-07-11,Android,SK,3,257,1
SS011643,U01367,LST02346,SEL0280,2023-08-21,iOS,DE,6,398,0
SS011644,U02861,LST02135,SEL0248,2023-08-19,iOS,PL,9,743,0
SS011645,U04174,LST00914,SEL0124,2023-07-08,Android,CZ,4,514,0
SS011646,U03960,LST02576,SEL0092,2023-06-24,iOS,PL,4,83,1
SS011647,U04158,LST00558,SEL0010,2023-06-30,iOS,PL,3,522,1
SS011648,U01380,LST01935,SEL0470,2023-08-05,Android,DE,10,310,0
SS011649,U03431,LST01905,SEL0497,2023-08-05,iOS,PL,10,398,0
SS011650,U00012,LST00124,SEL0273,2023-08-19,Android,DE,6,402,1
SS011651,U04672,LST00519,SEL0237,2023-07-19,Android,DE,3,598,0
SS011652,U04482,LST02630,SEL0243,2023-06-05,iOS,CZ,8,675,1
SS011653,U01064,LST00756,SEL0347,2023-07-04,iOS,DE,6,53,0
SS011654,U03532,LST02312,SEL0188,2023-06-16,iOS,DE,12,508,0
SS011655,U03724,LST02704,SEL0240,2023-08-16,iOS,PL,4,598,0
SS011656,U03745,LST01648,SEL0033,2023-08-21,Android,DE,9,370,0
SS011657,U04066,LST01817,SEL0060,2023-07-23,Android,SK,3,642,1
SS011658,U04934,LST01147,SEL0495,2023-07-10,Android,DE,8,629,0
SS011659,U01988,LST00751,SEL0432,2023-07-28,Android,PL,11,388,1
SS011660,U02670,LST02545,SEL0351,2023-07-31,iOS,CZ,2,617,1
SS011661,U04277,LST01192,SEL0304,2023-06-12,iOS,CZ,11,191,0
SS011662,U02196,LST01068,SEL0485,2023-06-17,Android,DE,5,376,0
SS011663,U01225,LST01981,SEL0093,2023-07-06,iOS,PL,7,147,1
SS011664,U01493,LST02619,SEL0299,2023-06-12,iOS,PL,1,127,1
SS011665,U01743,LST01523,SEL0259,2023-06-28,iOS,CZ,1,668,0
SS011666,U01900,LST02414,SEL0041,2023-06-22,Android,RO,7,403,0
SS011667,U00933,LST02457,SEL0174,2023-06-04,Android,CZ,1,687,1
SS011668,U04238,LST00719,SEL0302,2023-06-26,Android,DE,3,456,1
SS011669,U04065,LST00098,SEL0226,2023-06-16,Android,RO,10,799,1
SS011670,U03360,LST00838,SEL0334,2023-07-22,Android,DE,5,395,0
SS011671,U00494,LST02838,SEL0475,2023-07-03,Android,DE,12,330,0
SS011672,U03430,LST01962,SEL0193,2023-07-04,Android,CZ,11,312,1
SS011673,U03974,LST00214,SEL0384,2023-06-19,iOS,RO,11,299,0
SS011674,U00583,LST02638,SEL0202,2023-06-29,Android,DE,1,437,0
SS011675,U00864,LST02773,SEL0254,2023-06-30,Android,PL,3,650,0
SS011676,U02530,LST00836,SEL0461,2023-06-27,iOS,PL,6,694,0
SS011677,U04559,LST02453,SEL0023,2023-07-31,iOS,PL,10,769,0
SS011678,U03388,LST01304,SEL0141,2023-06-01,Android,DE,6,129,0
SS011679,U02330,LST01434,SEL0386,2023-08-14,Android,PL,3,533,0
SS011680,U04792,LST02973,SEL0117,2023-07-24,iOS,PL,4,328,0
SS011681,U01251,LST01859,SEL0168,2023-07-04,iOS,DE,7,52,1
SS011682,U03565,LST00196,SEL0059,2023-07-19,Android,SK,9,120,0
SS011683,U04116,LST01180,SEL0085,2023-06-27,Android,PL,11,241,0
SS011684,U02197,LST02851,SEL0245,2023-07-17,iOS,SK,9,824,0
SS011685,U01217,LST02445,SEL0037,2023-06-07,iOS,CZ,3,402,0
SS011686,U02458,LST01091,SEL0003,2023-06-05,Android,PL,9,483,1
SS011687,U01335,LST01868,SEL0487,2023-07-14,Android,PL,7,690,0
SS011688,U04366,LST02523,SEL0017,2023-06-20,Android,DE,11,246,0
SS011689,U00089,LST00793,SEL0435,2023-06-18,iOS,DE,6,711,1
SS011690,U00553,LST01687,SEL0192,2023-08-05,iOS,DE,1,856,1
SS011691,U02084,LST02611,SEL0369,2023-06-01,Android,DE,12,508,1
SS011692,U03664,LST01303,SEL0386,2023-08-13,iOS,DE,11,842,0
SS011693,U00405,LST01903,SEL0225,2023-07-04,Android,RO,9,125,0
SS011694,U00047,LST01707,SEL0319,2023-06-10,iOS,SK,2,434,1
SS011695,U02715,LST00098,SEL0226,2023-07-04,Android,DE,5,116,0
SS011696,U03383,LST00025,SEL0136,2023-08-04,Android,DE,4,478,0
SS011697,U03603,LST02211,SEL0228,2023-08-18,iOS,CZ,11,363,0
SS011698,U00462,LST01549,SEL0067,2023-06-10,iOS,PL,9,236,0
SS011699,U03942,LST01506,SEL0293,2023-07-11,Android,DE,2,574,1
SS011700,U03494,LST02831,SEL0404,2023-08-19,Android,DE,2,405,0
SS011701,U01085,LST02030,SEL0258,2023-06-07,iOS,DE,7,441,0
SS011702,U00415,LST00078,SEL0473,2023-06-30,Android,PL,7,744,0
SS011703,U00676,LST00377,SEL0494,2023-07-27,Android,RO,6,812,0
SS011704,U00227,LST02839,SEL0344,2023-06-13,Android,DE,9,482,0
SS011705,U03579,LST02239,SEL0148,2023-06-16,Android,SK,12,513,1
SS011706,U01568,LST00824,SEL0072,2023-07-24,Android,RO,12,41,1
SS011707,U00280,LST01878,SEL0304,2023-06-20,Android,PL,8,18,0
SS011708,U00208,LST00385,SEL0119,2023-06-18,iOS,DE,7,179,1
SS011709,U03423,LST02003,SEL0154,2023-06-02,Android,PL,6,562,0
SS011710,U02417,LST02114,SEL0204,2023-06-27,iOS,PL,10,632,0
SS011711,U04179,LST01877,SEL0106,2023-07-23,iOS,DE,9,704,1
SS011712,U03511,LST01758,SEL0003,2023-07-01,Android,PL,4,311,0
SS011713,U03977,LST00111,SEL0338,2023-07-18,iOS,DE,3,550,0
SS011714,U01596,LST01361,SEL0286,2023-06-28,iOS,DE,6,387,0
SS011715,U04014,LST01059,SEL0099,2023-06-20,Android,PL,3,56,1
SS011716,U00536,LST01508,SEL0459,2023-07-31,Android,CZ,2,777,0
SS011717,U00848,LST00485,SEL0139,2023-08-06,Android,DE,11,199,0
SS011718,U02079,LST02006,SEL0226,2023-06-18,iOS,CZ,2,492,0
SS011719,U00788,LST00097,SEL0071,2023-07-12,Android,CZ,8,821,0
SS011720,U00347,LST02540,SEL0082,2023-07-09,Android,DE,4,864,0
SS011721,U02763,LST02483,SEL0158,2023-06-02,Android,CZ,9,305,0
SS011722,U00269,LST02298,SEL0391,2023-07-17,iOS,PL,2,249,1
SS011723,U02203,LST01529,SEL0160,2023-07-02,Android,DE,9,889,0
SS011724,U00642,LST01339,SEL0200,2023-07-27,iOS,DE,12,366,1
SS011725,U02392,LST00759,SEL0276,2023-08-19,Android,DE,3,741,0
SS011726,U00374,LST02320,SEL0410,2023-06-23,iOS,CZ,4,606,1
SS011727,U02484,LST01260,SEL0291,2023-06-14,Android,PL,8,328,0
SS011728,U03568,LST00930,SEL0388,2023-08-14,Android,DE,2,548,1
SS011729,U04192,LST02305,SEL0361,2023-07-16,Android,PL,7,856,0
SS011730,U02871,LST02415,SEL0436,2023-07-16,Android,PL,11,766,1
SS011731,U02398,LST02952,SEL0419,2023-06-30,Android,PL,1,318,0
SS011732,U03384,LST00186,SEL0207,2023-06-16,Android,PL,6,69,1
SS011733,U04312,LST01161,SEL0312,2023-06-12,Android,PL,8,721,0
SS011734,U00944,LST02874,SEL0148,2023-06-26,iOS,DE,8,293,0
SS011735,U04978,LST02658,SEL0263,2023-08-18,Android,DE,9,45,0
SS011736,U00882,LST00162,SEL0068,2023-06-19,Android,DE,11,651,0
SS011737,U00599,LST02673,SEL0246,2023-08-14,Android,CZ,2,171,0
SS011738,U04863,LST00010,SEL0039,2023-07-13,Android,PL,9,857,1
SS011739,U00508,LST02097,SEL0248,2023-08-08,Android,PL,6,672,0
SS011740,U04314,LST02702,SEL0354,2023-08-01,iOS,RO,8,692,1
SS011741,U03852,LST02571,SEL0016,2023-06-19,Android,DE,8,764,1
SS011742,U00511,LST01404,SEL0083,2023-08-22,iOS,DE,8,778,0
SS011743,U00271,LST01127,SEL0265,2023-07-24,iOS,DE,4,259,1
SS011744,U00272,LST02829,SEL0070,2023-07-03,iOS,CZ,10,164,0
SS011745,U03547,LST00307,SEL0468,2023-08-09,Android,RO,2,25,0
SS011746,U02833,LST00219,SEL0297,2023-06-10,iOS,DE,7,711,0
SS011747,U04738,LST02536,SEL0006,2023-06-25,iOS,SK,4,287,0
SS011748,U04219,LST02776,SEL0193,2023-06-05,iOS,RO,6,561,0
SS011749,U03692,LST02029,SEL0402,2023-06-02,iOS,PL,10,814,0
SS011750,U01242,LST01857,SEL0439,2023-07-11,Android,PL,5,97,1
SS011751,U04506,LST01598,SEL0252,2023-07-11,Android,PL,2,235,0
SS011752,U04086,LST02939,SEL0279,2023-07-24,Android,DE,6,385,0
SS011753,U03482,LST01017,SEL0410,2023-07-12,Android,CZ,6,672,1
SS011754,U03870,LST01914,SEL0360,2023-07-26,iOS,DE,4,877,1
SS011755,U01218,LST02147,SEL0144,2023-07-23,iOS,RO,8,742,1
SS011756,U03460,LST00844,SEL0355,2023-08-02,iOS,PL,8,305,0
SS011757,U03839,LST02499,SEL0336,2023-07-30,Android,DE,2,477,1
SS011758,U04654,LST00818,SEL0379,2023-06-18,iOS,PL,10,253,0
SS011759,U00871,LST02078,SEL0037,2023-06-30,Android,CZ,12,833,0
SS011760,U04730,LST00276,SEL0124,2023-07-31,Android,PL,8,315,1
SS011761,U04759,LST01360,SEL0030,2023-07-17,iOS,PL,8,109,0
SS011762,U04350,LST02050,SEL0032,2023-06-06,Android,PL,4,565,1
SS011763,U02449,LST02254,SEL0080,2023-06-26,Android,DE,1,406,0
SS011764,U04923,LST00028,SEL0099,2023-08-24,iOS,RO,9,839,1
SS011765,U02134,LST00812,SEL0433,2023-07-26,Android,DE,9,715,0
SS011766,U04962,LST02863,SEL0376,2023-08-28,Android,DE,4,338,0
SS011767,U00519,LST00515,SEL0247,2023-08-24,Android,SK,2,656,0
SS011768,U03357,LST01781,SEL0033,2023-08-18,Android,DE,12,256,0
SS011769,U03452,LST00560,SEL0046,2023-08-01,iOS,PL,4,548,0
SS011770,U00289,LST01499,SEL0335,2023-08-08,Android,SK,12,291,1
SS011771,U04458,LST00362,SEL0113,2023-06-17,Android,PL,2,350,1
SS011772,U02391,LST02046,SEL0427,2023-07-17,Android,DE,3,242,0
SS011773,U01136,LST01030,SEL0051,2023-07-17,Android,DE,4,219,0
SS011774,U00489,LST01749,SEL0310,2023-08-14,Android,PL,5,760,1
SS011775,U00536,LST02173,SEL0330,2023-07-15,Android,DE,6,588,1
SS011776,U02912,LST00807,SEL0492,2023-08-20,Android,CZ,7,448,0
SS011777,U04871,LST00356,SEL0415,2023-07-07,Android,DE,1,13,1
SS011778,U01040,LST00833,SEL0189,2023-08-09,iOS,SK,10,420,1
SS011779,U02644,LST00298,SEL0175,2023-08-21,Android,DE,3,449,1
SS011780,U03210,LST01084,SEL0057,2023-06-21,Android,DE,6,124,1
SS011781,U01400,LST01161,SEL0312,2023-08-23,iOS,DE,1,52,0
SS011782,U00572,LST01279,SEL0358,2023-08-27,Android,PL,8,858,1
SS011783,U00633,LST02465,SEL0415,2023-06-07,iOS,PL,5,607,1
SS011784,U03411,LST02682,SEL0180,2023-07-14,iOS,CZ,5,841,0
SS011785,U02033,LST01361,SEL0286,2023-06-08,iOS,PL,4,414,1
SS011786,U03924,LST00200,SEL0283,2023-07-27,Android,DE,12,671,1
SS011787,U03724,LST00902,SEL0281,2023-07-27,Android,DE,8,748,1
SS011788,U04403,LST02827,SEL0456,2023-08-14,Android,DE,6,258,0
SS011789,U01436,LST01175,SEL0078,2023-07-27,iOS,PL,2,103,0
SS011790,U03414,LST02744,SEL0329,2023-07-25,Android,DE,3,872,0
